word,class,level,definition,synonyms
inflation,noun,b2,a fall in the value of money and a general increase in prices; the rate at which this happens,[]
inflict,verb,c1,to make somebody/something suffer something unpleasant,[]
influence,noun,b1,the effect that somebody/something has on the way a person thinks or behaves or on the way that something works or develops,[]
influence,verb,b1,"to have an effect on the way that somebody behaves or thinks, especially by giving them an example to follow",[]
influential,adjective,c1,having a lot of influence on somebody/something,[]
info,noun,b2,information,[]
inform,verb,b2,"to tell somebody about something, especially in an official way",[]
informal,adjective,a2,relaxed and friendly; not following strict rules of how to behave or do something,[]
information,noun,a1,facts or details about somebody/something,[]
infrastructure,noun,b2,"the basic systems and services that are necessary for a country or an organization to run smoothly, for example buildings, transport and water and power supplies",[]
ingredient,noun,b1,"one of the things from which something is made, especially one of the foods that are used together to make a particular dish",[]
inhabitant,noun,b2,a person or an animal that lives in a particular place,[]
inherent,adjective,c1,that is a basic or permanent part of somebody/something and that cannot be removed,[]
inherit,verb,b2,"to receive money, property, etc. from somebody when they die",[]
inhibit,verb,c1,to prevent something from happening or make it happen more slowly or less frequently than normal,[]
initial,adjective,b2,happening at the beginning; first,[]
initially,adverb,b2,at the beginning,[]
initiate,verb,c1,to make something begin,[]
initiative,noun,b2,a new plan for dealing with a particular problem or for achieving a particular purpose,[]
inject,verb,c1,to put a drug or other substance into a person’s or an animal’s body using a syringe,[]
injection,noun,c1,an act of injecting somebody with a drug or other substance,[]
injure,verb,b1,"to harm yourself or somebody else physically, especially in an accident","[""wound"",""hurt"",""bruise"",""sprain"",""pull"",""strain""]"
injured,adjective,b1,physically hurt; having an injury,[]
injury,noun,a2,"harm done to a person’s or an animal’s body, for example in an accident",[]
injustice,noun,c1,the fact of a situation being unfair and of people not being treated equally; an unfair act or an example of unfair treatment,[]
ink,noun,b2,"coloured liquid for writing, drawing and printing",[]
inmate,noun,c1,one of the people living in an institution such as a prison or a psychiatric hospital,[]
inner,adjective,b2,inside; towards or close to the centre of a place,[]
innocent,adjective,b1,"not guilty of a crime, etc.; not having done something wrong",[]
innovation,noun,b2,"the introduction of new things, ideas or ways of doing something",[]
innovative,adjective,b2,"introducing or using new ideas, ways of doing something, etc.",[]
input,noun,b2,"time, knowledge, ideas, etc. that you put into work, a project, etc. in order to make it succeed; the act of putting something in",[]
inquiry,noun,b2,an official process to find out the cause of something or to find out information about something,[]
insect,noun,a2,"any small creature with six legs and a body divided into three parts. Insects usually also have wings. Ants, bees and flies are all insects.",[]
insert,verb,b2,to put something into something else or between two things,[]
insertion,noun,c1,the act of putting something inside something else; a thing that is put inside something else,[]
inside,adjective,a2,forming the inner part of something; not on the outside,[]
inside,adverb,a2,on or to the inside,[]
inside,noun,a2,"the inner part, side or surface of something",[]
insider,noun,c1,"a person who knows a lot about a group or an organization, because they are part of it",[]
insight,noun,b2,an understanding of what something is like,[]
insist,verb,b2,to demand that something happen or that somebody agree to do something,"[""require"",""expect"",""ask""]"
inspect,verb,c1,"to look closely at something/somebody, especially to check that everything is as it should be","[""examine"",""go over something""]"
inspection,noun,c1,"an official visit to a school, factory, etc. in order to check that rules are being obeyed and that standards are acceptable",[]
inspector,noun,b2,an officer of middle rank in the police force,[]
inspiration,noun,c1,"the process that takes place when somebody sees or hears something that causes them to have exciting new ideas or makes them want to create something, especially in art, music or literature",[]
inspire,verb,b2,"to give somebody the desire, confidence or enthusiasm to do something well",[]
install,verb,b2,to fix equipment or furniture into position so that it can be used,[]
installation,noun,b2,the act of fixing equipment or furniture in position so that it can be used,[]
instance,noun,b2,a particular example or case of something,"[""case"",""specimen"",""illustration""]"
instant,adjective,b2,happening immediately,[]
instantly,adverb,b2,immediately,[]
instead,adverb,a2,in the place of somebody/something,[]
instinct,noun,c1,a natural quality that makes people and animals tend to behave in a particular way using the knowledge and abilities that they were born with rather than thought or training,[]
institute,noun,b2,"an organization that has a particular purpose, especially one that is connected with education or a particular profession; the building used by this organization",[]
institution,noun,b2,"a large important organization that has a particular purpose, for example a university or bank",[]
institutional,adjective,c1,"connected with a large important organization, for example a university or bank",[]
instruct,verb,c1,"to tell somebody to do something, especially in a formal or official way","[""tell"",""direct"",""command""]"
instruction,noun,a2,detailed information on how to do or use something,[]
instructor,noun,a2,a person whose job is to teach somebody a practical skill or sport,[]
instrument,noun,a2,"an object used for producing musical sounds, for example a piano or a drum",[]
instrumental,adjective,c1,important in making something happen,[]
insufficient,adjective,c1,"not large, strong or important enough for a particular purpose",[]
insult,noun,c1,a remark or an action that is said or done in order to offend somebody,[]
insult,verb,c1,to say or do something that offends somebody,[]
insurance,noun,b2,"an arrangement with a company in which you pay them regular amounts of money and they agree to pay the costs, for example, if you die or are ill, or if you lose or damage something",[]
intact,adjective,c1,complete and not damaged,[]
intake,noun,c1,"the amount of food, drink, etc. that you take into your body",[]
integral,adjective,c1,being an essential part of something,[]
integrate,verb,b2,to combine two or more things so that they work together; to combine with something else in this way,[]
integrated,adjective,c1,in which many different parts are closely connected and work successfully together,[]
integration,noun,c1,the act or process of combining two or more things so that they work together,[]
integrity,noun,c1,the quality of being honest and having strong moral principles,[]
